7, 0.163000, 1.128788
7, 0.130000, 1.037997
12, 0.167000, nan
12, 0.080000, 1.063474
9, 0.134000, 1.165080
6, 0.005500, 0.999384
26, 0.082500, nan
27, 0.077000, nan
3, 0.105000, 1.000654
6, 0.086000, 1.004526
11, 0.006500, 1.001622
8, 0.139000, 1.113807
18, 0.135000, nan
11, 0.044500, 1.005705
7, 0.172000, 1.181892
12, 0.162500, nan
23, 0.162000, nan
6, 0.102000, 1.008474
12, 0.003500, 1.002429
17, 0.168000, nan
28, 0.029000, 1.058789
24, 0.065000, nan
4, 0.026500, 0.998451
15, 0.133000, nan
12, 0.144000, nan
26, 0.036500, nan
19, 0.030000, 1.014921
10, 0.194500, nan
10, 0.170500, nan
10, 0.174000, nan
13, 0.142000, nan
7, 0.169000, 1.163122
14, 0.167000, nan
18, 0.058000, nan
23, 0.100500, nan
23, 0.029000, 1.028156
24, 0.002000, 1.007619
19, 0.163500, nan
13, 0.003500, 1.003097
14, 0.148500, nan
8, 0.168500, nan
25, 0.013500, 1.007710
12, 0.196500, nan
20, 0.164000, nan
7, 0.158500, 1.107879
22, 0.195000, nan
24, 0.156000, nan
22, 0.134000, nan
4, 0.025000, 0.998467
6, 0.181000, 1.097020
10, 0.028000, 1.001236
3, 0.147000, 1.004811
25, 0.072000, nan
23, 0.109500, nan
12, 0.031500, 1.003865
22, 0.017500, 1.008831
5, 0.111000, 1.006055
28, 0.043000, nan
15, 0.057000, 1.045337
25, 0.129500, nan
4, 0.081500, 1.000031
15, 0.076000, nan
6, 0.119500, 1.014947
9, 0.066000, 1.007868
10, 0.144500, nan
6, 0.004500, 0.999305
24, 0.075000, nan
12, 0.108000, nan
9, 0.122500, 1.105935
7, 0.186500, 1.293913
15, 0.175500, nan
26, 0.134500, nan
8, 0.057000, 1.003556
7, 0.189000, 1.350373
25, 0.154500, nan
20, 0.126500, nan
5, 0.051000, 0.999288
18, 0.152000, nan
27, 0.120500, nan
15, 0.034500, 1.008901
23, 0.122000, nan
21, 0.007500, 1.006360
12, 0.009000, 1.002122
23, 0.054000, nan
7, 0.138500, 1.051590
4, 0.190000, 1.025110
4, 0.043500, 0.998552
13, 0.096000, nan
25, 0.152500, nan
5, 0.057000, 0.999473
26, 0.181000, nan
10, 0.084500, 1.031594
16, 0.188500, nan
10, 0.004000, 1.001133
17, 0.165500, nan
22, 0.145000, nan
18, 0.122500, nan
27, 0.149500, nan
4, 0.004300, 0.998609
