8, True, 1.031668
12, True, 1.019205
15, True, 1.012163
23, False, 0.946329
4, False, 0.997529
32, True, 0.972737
15, False, 0.964756
34, False, 0.922299
16, False, 0.962414
10, False, 0.978037
26, True, 0.986045
29, True, 0.979330
6, False, 0.990008
20, True, 0.999660
28, True, 0.981419
8, True, 1.031668
28, True, 0.981419
10, True, 1.024800
24, True, 0.990389
18, False, 0.957861
8, False, 0.983661
11, False, 0.975275
22, False, 0.948512
14, True, 1.014243
22, False, 0.948512
13, False, 0.969976
9, False, 0.980473
23, True, 0.992468
32, True, 0.972737
27, True, 0.983544
30, False, 0.930592
18, False, 0.957861
31, True, 0.974898
25, True, 0.988304
15, True, 1.012163
26, False, 0.939431
13, False, 0.969976
11, True, 1.022182
17, True, 1.007061
18, True, 1.004473
13, True, 1.016831
18, False, 0.957861
3, False, 1.001760
25, False, 0.941590
24, False, 0.943899
4, True, 1.045753
5, False, 0.993879
13, False, 0.969976
22, True, 0.994596
9, True, 1.028106
3, True, 1.049528
26, True, 0.986045
24, True, 0.990389
31, False, 0.928445
8, True, 1.031668
33, False, 0.924400
27, False, 0.937068
24, False, 0.943899
29, False, 0.932781
7, True, 1.034045
30, True, 0.977012
7, False, 0.986994
17, False, 0.960318
13, True, 1.016831
22, False, 0.948512
23, False, 0.946329
33, True, 0.970676
32, True, 0.972737
7, False, 0.986994
16, False, 0.962414
11, False, 0.975275
4, True, 1.045753
26, True, 0.986045
30, False, 0.930592
20, False, 0.953288
18, True, 1.004473
26, True, 0.986045
20, True, 0.999660
12, True, 1.019205
20, True, 0.999660
20, False, 0.953288
32, True, 0.972737
31, True, 0.974898
5, True, 1.041843
12, False, 0.972333
5, True, 1.041843
11, False, 0.975275
11, False, 0.975275
30, True, 0.977012
34, False, 0.922299
28, False, 0.934843
7, False, 0.986994
25, False, 0.941590
22, True, 0.994596
6, True, 1.037899
33, False, 0.924400
32, False, 0.926534
31, True, 0.974898
28, False, 0.934843
